y,ds
70728.0221188599,2000-01-01
67041.7189147085,2000-01-02
64060.5393490949,2000-01-03
59030.153284353,2000-01-04
56559.3849316218,2000-01-05
53132.0681577108,2000-01-06
52372.1225740858,2000-01-07
48889.9838550874,2000-01-08
42485.2683393619,2000-01-09
35324.3880638105,2000-01-10
29441.4262323649,2000-01-11
25857.2052707901,2000-01-12
24365.6702820334,2000-01-13
27507.5348591101,2000-01-14
34195.8121597703,2000-01-15
44593.0776073767,2000-01-16
58782.50932551,2000-01-17
67510.5410658006,2000-01-18
76599.6414789081,2000-01-19
81025.0957357893,2000-01-20
85393.8376356835,2000-01-21
88378.7980250963,2000-01-22
86017.6735625399,2000-01-23
85276.6320979105,2000-01-24
86363.6189401602,2000-01-25
88927.0174759701,2000-01-26
90685.1005425653,2000-01-27
91670.0051422386,2000-01-28
84853.179832408,2000-01-29
82601.6992600263,2000-01-30
72168.5159863282,2000-01-31
59627.5234446154,2000-02-01
50519.5189125123,2000-02-02
40144.9384077007,2000-02-03
34309.2368737442,2000-02-04
33095.5924342236,2000-02-05
35517.2100775661,2000-02-06
41978.6379502786,2000-02-07
53368.3696451564,2000-02-08
67506.7602420015,2000-02-09
80108.2459645003,2000-02-10
87711.4826245499,2000-02-11
94027.3487809959,2000-02-12
97447.1039073086,2000-02-13
100554.941070193,2000-02-14
103702.476882968,2000-02-15
97951.8438844924,2000-02-16
92913.8961721522,2000-02-17
90753.1553709497,2000-02-18
90643.5114807749,2000-02-19
92929.0194673487,2000-02-20
93843.9788267381,2000-02-21
94048.1433118911,2000-02-22
89883.5658971499,2000-02-23
78493.834202272,2000-02-24
65650.3757566289,2000-02-25
51963.7936037798,2000-02-26
44795.3516806301,2000-02-27
30377.1801226495,2000-02-28
36152.3884758199,2000-02-29
39772.5272634865,2000-03-01
49912.696692752,2000-03-02
64168.29282737,2000-03-03
80822.8216625358,2000-03-04
93106.7181859078,2000-03-05
100001.050383621,2000-03-06
103418.915098034,2000-03-07
107674.232283954,2000-03-08
108653.465647929,2000-03-09
107313.163611137,2000-03-10
102953.873770741,2000-03-11
98065.2685984663,2000-03-12
94528.3079343805,2000-03-13
93609.5677511921,2000-03-14
95203.1849825252,2000-03-15
94671.9792387475,2000-03-16
91764.5257372168,2000-03-17
83569.5901526035,2000-03-18
71115.5565582706,2000-03-19
57848.645847125,2000-03-20
47908.8600792133,2000-03-21
40362.3357761507,2000-03-22
35394.3333040944,2000-03-23
35840.4705123917,2000-03-24
38636.389711848,2000-03-25
48494.8877680784,2000-03-26
63843.1419806449,2000-03-27
78898.3823487789,2000-03-28
95845.9250283772,2000-03-29
99915.9818481402,2000-03-30
100398.036882529,2000-03-31
101396.174365499,2000-04-01
102708.120223797,2000-04-02
102974.668301636,2000-04-03
95428.1439985734,2000-04-04
90787.1827851418,2000-04-05
87917.5375216025,2000-04-06
87891.0717550086,2000-04-07
86599.9204276058,2000-04-08
86877.8109768419,2000-04-09
87698.249741253,2000-04-10
81667.8357816413,2000-04-11
72196.8721648217,2000-04-12
62958.4292116486,2000-04-13
52515.7938784527,2000-04-14
43653.542893293,2000-04-15
35923.6486359726,2000-04-16
32152.2768963408,2000-04-17
31813.8931663187,2000-04-18
35914.1965764747,2000-04-19
45768.913808906,2000-04-20
58413.8790050948,2000-04-21
72130.7077483369,2000-04-22
82106.4113423403,2000-04-23
88146.2773614498,2000-04-24
87688.7976817551,2000-04-25
85993.0982078455,2000-04-26
87117.8932880866,2000-04-27
90662.4155997706,2000-04-28
89834.4151877612,2000-04-29
87097.0987571914,2000-04-30
88736.085874114,2000-05-01
87495.9756679995,2000-05-02
88584.8529221489,2000-05-03
86269.098345182,2000-05-04
83374.8777269483,2000-05-05
75457.832691571,2000-05-06
