y,ds
17189.6489000423,2000-01-31
15470.0994996444,2000-02-29
17038.8781978987,2000-03-31
17437.7525871142,2000-04-30
19117.2236996005,2000-05-31
20661.1920291476,2000-06-30
21598.260570319,2000-07-31
20504.6958573023,2000-08-31
18537.0427698325,2000-09-30
18966.4529974569,2000-10-31
17483.5563447274,2000-11-30
17036.9697079981,2000-12-31
14790.6770950476,2001-01-31
13323.0483615226,2001-02-28
15340.3221864068,2001-03-31
16073.182308219,2001-04-30
16630.4613591804,2001-05-31
18153.4362998214,2001-06-30
19313.7981593574,2001-07-31
18746.9766588933,2001-08-31
16685.8075662964,2001-09-30
17422.4846679097,2001-10-31
16622.8273995782,2001-11-30
16565.5727025616,2001-12-31
15576.9749340753,2002-01-31
13943.3075792022,2002-02-28
15504.4523178543,2002-03-31
15019.6958831139,2002-04-30
17914.8750622523,2002-05-31
18237.4098554457,2002-06-30
19262.2689320425,2002-07-31
18359.5532090811,2002-08-31
15811.7191918433,2002-09-30
16157.1558638433,2002-10-31
15573.1579542742,2002-11-30
15332.6882268046,2002-12-31
14727.6969283294,2003-01-31
14239.1235137879,2003-02-28
14823.121423357,2003-03-31
15124.6628276443,2003-04-30
16456.7887782301,2003-05-31
17071.3225262081,2003-06-30
19233.6415835342,2003-07-31
17517.9091629374,2003-08-31
15338.4136965062,2003-09-30
16199.1426416555,2003-10-31
15027.3298427161,2003-11-30
16502.5925358434,2003-12-31
14870.8336708708,2004-01-31
13277.2446039094,2004-02-29
14744.8733374344,2004-03-31
15470.0994996444,2004-04-30
16966.3555816777,2004-05-31
17746.9279510037,2004-06-30
20277.5855591365,2004-07-31
17752.6534207054,2004-08-31
15867.0653989593,2004-09-30
16890.0159856556,2004-10-31
15773.5493938322,2004-11-30
16786.9575310257,2004-12-31
14954.8072264951,2005-01-31
13153.1927603734,2005-02-28
14868.9251809703,2005-03-31
15634.2296310919,2005-04-30
17395.765809302,2005-05-31
18004.5740875783,2005-06-30
20008.4884831586,2005-07-31
18754.6106184955,2005-08-31
17386.2233597992,2005-09-30
17309.8837637771,2005-10-31
16475.8736772356,2005-11-30
17634.3270468711,2005-12-31
