y,ds
9742.67464420306,2000-01-31
9907.19427740219,2000-02-29
10032.1781847938,2000-03-31
10061.511142651,2000-04-30
10037.2795687689,2000-05-31
10050.0330287069,2000-06-30
9942.90396522836,2000-07-31
9970.96157709177,2000-08-31
10115.0756743902,2000-09-30
10134.2058642971,2000-10-31
10112.5249824027,2000-11-30
10099.7715224647,2000-12-31
9919.94773734011,2001-01-31
9970.96157709177,2001-02-28
10144.4086322474,2001-03-31
10145.6839782412,2001-04-30
10148.2346702288,2001-05-31
10121.4524043592,2001-06-30
10010.4973028993,2001-07-31
10028.3521468124,2001-08-31
10256.6390797011,2001-09-30
10328.0584553535,2001-10-31
10329.3338013472,2001-11-30
10303.8268814714,2001-12-31
10125.2784423406,2002-01-31
10212.0019699184,2002-02-28
10381.6229870927,2002-03-31
10426.2600968754,2002-04-30
10375.2462571237,2002-05-31
10317.8556874031,2002-06-30
10162.2634761605,2002-07-31
10200.5238559743,2002-08-31
10371.4202191424,2002-09-30
10447.9409787699,2002-10-31
10444.1149407885,2002-11-30
10395.6517930244,2002-12-31
10268.1171936452,2003-01-31
10335.7105313162,2003-02-28
10532.1138143601,2003-03-31
10524.4617383974,2003-04-30
10514.258970447,2003-05-31
10449.2163247637,2003-06-30
10294.8994595149,2003-07-31
10395.6517930244,2003-08-31
10528.2877763788,2003-09-30
10511.7082784595,2003-10-31
10566.5481561925,2003-11-30
10557.620734236,2003-12-31
10291.0734215335,2004-01-31
10510.4329324657,2004-02-29
10575.475578149,2004-03-31
10565.2728101987,2004-04-30
10561.4467722173,2004-05-31
10506.6068944843,2004-06-30
10172.4662441109,2004-07-31
10400.7531769996,2004-08-31
10637.9675318448,2004-09-30
10672.4018736772,2004-10-31
10637.9675318448,2004-11-30
10581.852308118,2004-12-31
10157.1620921854,2005-01-31
10428.810788863,2005-02-28
10666.0251437083,2005-03-31
10739.9952113482,2005-04-30
10697.908793553,2005-05-31
10541.0412363167,2005-06-30
10222.2047378687,2005-07-31
10465.795822683,2005-08-31
10779.5309371557,2005-09-30
10788.4583591123,2005-10-31
10816.5159709757,2005-11-30
10742.5459033358,2005-12-31
10483.650666596,2006-01-31
10826.718738926,2006-02-28
10958.0793762866,2006-03-31
10981.0356041748,2006-04-30
10983.5862961624,2006-05-31
10959.3547222803,2006-06-30
10349.7393372479,2006-07-31
10620.1126879318,2006-08-31
11067.7591317526,2006-09-30
11144.2798913801,2006-10-31
11162.1347352932,2006-11-30
11084.3386296719,2006-12-31
10649.445645789,2007-01-31
10852.2256588018,2007-02-28
11238.6554949207,2007-03-31
11279.4665667221,2007-04-30
11270.5391447655,2007-05-31
11128.9757394546,2007-06-30
10685.1553336151,2007-07-31
10867.5298107273,2007-08-31
11140.4538533988,2007-09-30
11168.5114652622,2007-10-31
11218.2499590201,2007-11-30
11182.5402711939,2007-12-31
10722.1403674351,2008-01-31
10898.1381145783,2008-02-29
11270.5391447655,2008-03-31
11336.8571364427,2008-04-30
11396.7983981509,2008-05-31
11232.2787649518,2008-06-30
10847.1242748267,2008-07-31
11118.7729715043,2008-08-31
11392.9723601695,2008-09-30
11449.0875838964,2008-10-31
11403.1751281199,2008-11-30
11239.9308409145,2008-12-31
10904.5148445473,2009-01-31
11144.2798913801,2009-02-28
11376.3928622502,2009-03-31
11405.7258201074,2009-04-30
11428.6820479957,2009-05-31
11229.7280729642,2009-06-30
10801.2118190502,2009-07-31
10891.7613846094,2009-08-31
11384.044938213,2009-09-30
11571.5207993004,2009-10-31
11461.8410438343,2009-11-30
11358.5380183372,2009-12-31
11086.8893216595,2010-01-31
11067.7591317526,2010-02-28
11497.5507316604,2010-03-31
11507.7534996108,2010-04-30
11456.7396598591,2010-05-31
11387.8709761944,2010-06-30
