y,ds
11.1073312314696,2000-01-01
11.0964046496836,2000-01-02
11.0805118443604,2000-01-03
11.0844852681922,2000-01-04
11.0904447364368,2000-01-05
11.1033578076377,2000-01-06
11.1142843894237,2000-01-07
11.1242172815002,2000-01-08
11.1371303527011,2000-01-09
11.160970005688,2000-01-10
11.1649429845177,2000-01-11
11.158983071271,2000-01-12
11.1510366686094,2000-01-13
11.1530231580243,2000-01-14
11.1480569344871,2000-01-15
11.1361371079936,2000-01-16
11.1252105262076,2000-01-17
11.1202443026705,2000-01-18
11.1321636841618,2000-01-19
11.1321636841618,2000-01-20
11.1222307920853,2000-01-21
11.1222307920853,2000-01-22
11.1271974606246,2000-01-23
11.1262042159172,2000-01-24
11.1401105318255,2000-01-25
11.1331573738713,2000-01-26
11.1371303527011,2000-01-27
11.1401105318255,2000-01-28
11.1401105318255,2000-01-29
11.1361371079936,2000-01-30
11.1351438632862,2000-01-31
11.1262042159172,2000-02-01
11.117264123546,2000-02-02
11.1053447420547,2000-02-03
11.0914384261464,2000-02-04
11.0983915841005,2000-02-05
11.1063379867621,2000-02-06
11.1063379867621,2000-02-07
11.1073312314696,2000-02-08
11.097397894391,2000-02-09
11.0954114049761,2000-02-10
11.0894514917294,2000-02-11
11.0874650023145,2000-02-12
11.0834915784827,2000-02-13
11.0864717576071,2000-02-14
11.0954114049761,2000-02-15
11.0834915784827,2000-02-16
11.0725654416988,2000-02-17
11.0745519311137,2000-02-18
11.0695852625744,2000-02-19
11.0795185996529,2000-02-20
11.0824983337752,2000-02-21
11.0894514917294,2000-02-22
11.0904447364368,2000-02-23
11.088458247022,2000-02-24
11.0864717576071,2000-02-25
11.0854785128997,2000-02-26
11.0844852681922,2000-02-27
11.0675987731595,2000-02-28
11.0586591257905,2000-02-29
11.0526992125437,2000-03-01
11.057665881083,2000-03-02
11.0566726363756,2000-03-03
11.0626321046202,2000-03-04
11.0715721969913,2000-03-05
11.0834915784827,2000-03-06
11.0824983337752,2000-03-07
11.0834915784827,2000-03-08
11.0914384261464,2000-03-09
11.0914384261464,2000-03-10
11.088458247022,2000-03-11
11.0834915784827,2000-03-12
11.0765384205285,2000-03-13
11.0755451758211,2000-03-14
11.0755451758211,2000-03-15
11.0725654416988,2000-03-16
11.088458247022,2000-03-17
11.0894514917294,2000-03-18
11.0864717576071,2000-03-19
11.0844852681922,2000-03-20
11.0934249155613,2000-03-21
11.097397894391,2000-03-22
11.1003780735154,2000-03-23
11.1003780735154,2000-03-24
11.1003780735154,2000-03-25
11.0904447364368,2000-03-26
11.0785253549455,2000-03-27
11.0834915784827,2000-03-28
11.097397894391,2000-03-29
11.1053447420547,2000-03-30
11.1113042102993,2000-03-31
11.1113042102993,2000-04-01
11.108324476177,2000-04-02
11.1043510523452,2000-04-03
11.1013713182228,2000-04-04
11.1043510523452,2000-04-05
11.1043510523452,2000-04-06
11.1043510523452,2000-04-07
11.1033578076377,2000-04-08
11.097397894391,2000-04-09
11.099384828808,2000-04-10
11.1013713182228,2000-04-11
11.097397894391,2000-04-12
11.0964046496836,2000-04-13
11.0964046496836,2000-04-14
11.0944181602687,2000-04-15
11.097397894391,2000-04-16
11.1013713182228,2000-04-17
11.0983915841005,2000-04-18
11.1043510523452,2000-04-19
11.117264123546,2000-04-20
11.128190705332,2000-04-21
11.128190705332,2000-04-22
11.1411037765329,2000-04-23
11.1411037765329,2000-04-24
11.1420970212404,2000-04-25
11.1420970212404,2000-04-26
11.1301771947469,2000-04-27
11.1291839500395,2000-04-28
11.1341506185788,2000-04-29
11.1311704394544,2000-04-30
11.1222307920853,2000-05-01
11.1262042159172,2000-05-02
11.1291839500395,2000-05-03
11.1401105318255,2000-05-04
11.1381235974085,2000-05-05
11.1371303527011,2000-05-06
11.1321636841618,2000-05-07
11.128190705332,2000-05-08
11.1271974606246,2000-05-09
11.1202443026705,2000-05-10
11.1113042102993,2000-05-11
11.1142843894237,2000-05-12
11.1103109655919,2000-05-13
11.1132911447163,2000-05-14
11.1122979000089,2000-05-15
11.1043510523452,2000-05-16
11.0864717576071,2000-05-17
11.0844852681922,2000-05-18
11.0834915784827,2000-05-19
11.0785253549455,2000-05-20
11.0785253549455,2000-05-21
11.0864717576071,2000-05-22
11.0715721969913,2000-05-23
11.0566726363756,2000-05-24
11.0596523704979,2000-05-25
11.0675987731595,2000-05-26
11.0725654416988,2000-05-27
11.0775321102381,2000-05-28
11.0844852681922,2000-05-29
11.0715721969913,2000-05-30
11.0705789522839,2000-05-31
11.0606456152053,2000-06-01
11.0636257943298,2000-06-02
11.0695852625744,2000-06-03
11.0775321102381,2000-06-04
11.0715721969913,2000-06-05
11.0685920178669,2000-06-06
11.0745519311137,2000-06-07
11.0775321102381,2000-06-08
11.0775321102381,2000-06-09
11.0785253549455,2000-06-10
11.0844852681922,2000-06-11
11.0805118443604,2000-06-12
11.0795185996529,2000-06-13
11.0795185996529,2000-06-14
11.0755451758211,2000-06-15
11.0705789522839,2000-06-16
11.0646190390372,2000-06-17
11.0626321046202,2000-06-18
11.0566726363756,2000-06-19
11.0526992125437,2000-06-20
11.0507127231289,2000-06-21
11.0507127231289,2000-06-22
11.0407793860503,2000-06-23
11.0298532492664,2000-06-24
11.0328329833887,2000-06-25
11.0308464939738,2000-06-26
11.0308464939738,2000-06-27
11.0387928966354,2000-06-28
11.0387928966354,2000-06-29
11.0487257887119,2000-06-30
11.0517059678363,2000-07-01
11.0447528098821,2000-07-02
11.0417726307577,2000-07-03
11.0368064072206,2000-07-04
11.0358131625131,2000-07-05
11.0368064072206,2000-07-06
11.0358131625131,2000-07-07
11.0308464939738,2000-07-08
11.026873070142,2000-07-09
11.0238933360197,2000-07-10
11.0199199121878,2000-07-11
11.0199199121878,2000-07-12
11.0209131568953,2000-07-13
11.0139599989411,2000-07-14
11.0119735095262,2000-07-15
11.0099870201114,2000-07-16
10.9940942147882,2000-07-17
10.9931005250786,2000-07-18
10.9990604383253,2000-07-19
11.0000536830328,2000-07-20
11.0000536830328,2000-07-21
11.0099870201114,2000-07-22
11.0139599989411,2000-07-23
11.0139599989411,2000-07-24
11.0209131568953,2000-07-25
11.0258798254345,2000-07-26
11.026873070142,2000-07-27
11.0318397386813,2000-07-28
11.0318397386813,2000-07-29
11.0238933360197,2000-07-30
11.0258798254345,2000-07-31
11.0248865807271,2000-08-01
11.026873070142,2000-08-02
11.0348194728036,2000-08-03
11.0348194728036,2000-08-04
11.0348194728036,2000-08-05
11.0308464939738,2000-08-06
11.0298532492664,2000-08-07
11.0328329833887,2000-08-08
11.037799651928,2000-08-09
11.0368064072206,2000-08-10
11.037799651928,2000-08-11
11.037799651928,2000-08-12
11.0368064072206,2000-08-13
11.0328329833887,2000-08-14
11.0219068466048,2000-08-15
11.0219068466048,2000-08-16
11.0238933360197,2000-08-17
11.0248865807271,2000-08-18
11.028860004559,2000-08-19
11.0338262280961,2000-08-20
11.0238933360197,2000-08-21
11.0219068466048,2000-08-22
11.0238933360197,2000-08-23
11.028860004559,2000-08-24
11.028860004559,2000-08-25
11.0298532492664,2000-08-26
11.0248865807271,2000-08-27
11.0229000913122,2000-08-28
11.0248865807271,2000-08-29
11.028860004559,2000-08-30
11.0278663148494,2000-08-31
11.026873070142,2000-09-01
11.0278663148494,2000-09-02
11.026873070142,2000-09-03
11.0298532492664,2000-09-04
11.0308464939738,2000-09-05
11.0298532492664,2000-09-06
11.028860004559,2000-09-07
11.028860004559,2000-09-08
11.028860004559,2000-09-09
11.0248865807271,2000-09-10
11.026873070142,2000-09-11
11.0338262280961,2000-09-12
11.046739299297,2000-09-13
11.0606456152053,2000-09-14
11.0536924572512,2000-09-15
11.055678946666,2000-09-16
11.0526992125437,2000-09-17
11.0526992125437,2000-09-18
11.046739299297,2000-09-19
11.0477325440045,2000-09-20
11.0546857019586,2000-09-21
11.0546857019586,2000-09-22
11.0546857019586,2000-09-23
11.046739299297,2000-09-24
11.0437595651747,2000-09-25
11.0318397386813,2000-09-26
11.0368064072206,2000-09-27
11.0278663148494,2000-09-28
11.0229000913122,2000-09-29
11.0219068466048,2000-09-30
11.0278663148494,2000-10-01
11.037799651928,2000-10-02
11.0407793860503,2000-10-03
11.0387928966354,2000-10-04
11.0397861413429,2000-10-05
11.0427663204673,2000-10-06
11.0437595651747,2000-10-07
11.0397861413429,2000-10-08
11.0348194728036,2000-10-09
11.0338262280961,2000-10-10
11.0387928966354,2000-10-11
11.0407793860503,2000-10-12
11.0407793860503,2000-10-13
11.0397861413429,2000-10-14
11.0397861413429,2000-10-15
11.0368064072206,2000-10-16
11.0358131625131,2000-10-17
11.026873070142,2000-10-18
11.0258798254345,2000-10-19
11.0278663148494,2000-10-20
11.026873070142,2000-10-21
11.0278663148494,2000-10-22
11.0258798254345,2000-10-23
11.026873070142,2000-10-24
11.028860004559,2000-10-25
11.028860004559,2000-10-26
11.026873070142,2000-10-27
11.0248865807271,2000-10-28
11.0248865807271,2000-10-29
11.0248865807271,2000-10-30
11.0238933360197,2000-10-31
11.0248865807271,2000-11-01
11.0248865807271,2000-11-02
