y,ds
9609.72552832248,2000-01-01
9499.51216928553,2000-01-02
8838.23201506384,2000-01-03
8287.1652198791,2000-01-04
7846.3117837313,2000-01-05
7074.81827047266,2000-01-06
6193.11139817708,2000-01-07
5862.47132106623,2000-01-08
5090.97780780759,2000-01-09
4980.76444877064,2000-01-10
4870.55108973369,2000-01-11
4870.55108973369,2000-01-12
4209.270935512,2000-01-13
4099.05757647505,2000-01-14
3988.84421743811,2000-01-15
3547.99078129031,2000-01-16
4099.05757647505,2000-01-17
5752.25796202928,2000-01-18
6633.96483432487,2000-01-19
6854.39155239877,2000-01-20
7074.81827047266,2000-01-21
7185.03162950961,2000-01-22
6193.11139817708,2000-01-23
5972.68468010318,2000-01-24
5642.04460299233,2000-01-25
