y,ds
108.465615453911,2000-01-02
94.1211580807946,2000-01-09
94.0528511409226,2000-01-16
82.4406713626857,2000-01-23
92.345177644123,2000-01-30
103.205981083768,2000-02-06
11.6063747154406,2000-02-13
82.0991366633258,2000-02-20
76.7028884134392,2000-02-27
74.0389177584319,2000-03-05
67.9596001098256,2000-03-12
75.8832051349755,2000-03-19
103.752436602744,2000-03-26
11.6063747154406,2000-04-02
88.2467612518041,2000-04-09
90.2276625080916,2000-04-16
94.9408413592584,2000-04-23
83.5335824006374,2000-04-30
89.8178208688597,2000-05-07
99.0392577515773,2000-05-14
11.6063747154406,2000-05-21
88.1784543119322,2000-05-28
71.8530956825285,2000-06-04
78.0690272108789,2000-06-11
82.0308297234538,2000-06-18
78.6837896697267,2000-06-25
111.471120808278,2000-07-02
11.6063747154406,2000-07-09
102.659525564792,2000-07-16
98.7660299920893,2000-07-23
92.481791523867,2000-07-30
94.0528511409226,2000-08-06
87.9735334923162,2000-08-13
109.353605672247,2000-08-20
11.6063747154406,2000-08-27
85.172948957565,2000-09-03
78.8204035494707,2000-09-10
81.8942158437098,2000-09-17
75.7465912552315,2000-09-24
78.8204035494707,2000-10-01
99.3807924509372,2000-10-08
11.6063747154406,2000-10-15
110.241595890582,2000-10-22
83.3969685208934,2000-10-29
101.498307586969,2000-11-05
88.4516820714201,2000-11-12
86.8806224543645,2000-11-19
94.5309997200265,2000-11-26
11.6063747154406,2000-12-03
79.2302451887026,2000-12-10
80.1865423469103,2000-12-17
81.9625227835818,2000-12-24
69.6672736066251,2000-12-31
88.861523710652,2001-01-07
114.135091463285,2001-01-14
11.6063747154406,2001-01-21
117.550438456884,2001-01-28
104.093971302104,2001-02-04
102.59121862492,2001-02-11
96.9900495554178,2001-02-18
95.3506829984902,2001-02-25
111.129586108918,2001-03-04
11.6063747154406,2001-03-11
83.1920477012775,2001-03-18
55.5277370531249,2001-03-25
80.5280770462702,2001-04-01
72.6727789609923,2001-04-08
86.6073946948766,2001-04-15
110.924665289302,2001-04-22
11.6063747154406,2001-04-29
118.43842867522,2001-05-06
98.7660299920893,2001-05-13
89.4079792296278,2001-05-20
90.2959694479636,2001-05-27
95.7605246377221,2001-06-03
101.088465947737,2001-06-10
11.6063747154406,2001-06-17
105.186882340056,2001-06-24
105.938258678647,2001-07-01
110.719744469686,2001-07-08
117.891973156244,2001-07-15
11.6063747154406,2001-07-22
118.028587035988,2001-07-29
11.6063747154406,2001-08-05
11.6063747154406,2001-08-12
99.3807924509372,2001-08-19
89.2713653498839,2001-08-26
84.5581864987171,2001-09-02
81.7576019639659,2001-09-09
103.889050482488,2001-09-16
11.6063747154406,2001-09-23
115.296309441109,2001-09-30
90.9790388466834,2001-10-07
97.8780397737536,2001-10-14
84.2849587392292,2001-10-21
97.3998911946497,2001-10-28
106.279793378007,2001-11-04
11.6063747154406,2001-11-11
84.6948003784611,2001-11-18
80.7329978658861,2001-11-25
82.6455921823016,2001-12-02
73.4924622394561,2001-12-09
84.2849587392292,2001-12-16
99.7223271502971,2001-12-23
11.6063747154406,2001-12-30
110.309902830454,2002-01-06
93.9162372611786,2002-01-13
101.156772887609,2002-01-20
84.3532656791012,2002-01-27
83.9434240398693,2002-02-03
97.5365050743937,2002-02-10
11.6063747154406,2002-02-17
111.744348567766,2002-02-24
114.408319222773,2002-03-03
11.6063747154406,2002-03-10
111.266199988662,2002-03-17
104.98196152044,2002-03-24
104.572119881208,2002-03-31
11.6063747154406,2002-04-07
90.5008902675795,2002-04-14
85.104642017693,2002-04-21
95.0091482991303,2002-04-28
11.6063747154406,2002-05-05
106.211486438135,2002-05-12
108.875457093143,2002-05-19
11.6063747154406,2002-05-26
92.7550192833549,2002-06-02
100.951852067993,2002-06-09
96.7851287358019,2002-06-16
83.9434240398693,2002-06-23
100.815238188249,2002-06-30
104.025664362232,2002-07-07
11.6063747154406,2002-07-14
11.6063747154406,2002-07-21
100.337089609145,2002-07-28
87.1538502138524,2002-08-04
71.0334124040647,2002-08-11
82.0308297234538,2002-08-18
98.9709508117053,2002-08-25
11.6063747154406,2002-09-01
106.757941957111,2002-09-08
91.6621082454032,2002-09-15
99.7223271502971,2002-09-22
11.6063747154406,2002-09-29
119.80456747266,2002-10-06
115.159695561365,2002-10-13
