y,ds
17.6006557675378,2000-01-01
15.5344572463074,2000-01-02
16.5675565069226,2000-01-03
21.2165031796909,2000-01-04
46.527435064763,2000-01-05
51.9512061829927,2000-01-06
15.5344572463074,2000-01-07
20.9582283645371,2000-01-08
18.633755028153,2000-01-09
15.5344572463074,2000-01-10
24.0575261463827,2000-01-11
21.2165031796909,2000-01-12
28.4481980039972,2000-01-13
16.8258313220764,2000-01-14
16.5675565069226,2000-01-15
15.5344572463074,2000-01-16
38.5209157949953,2000-01-17
16.8258313220764,2000-01-18
20.1834039190757,2000-01-19
18.8920298433068,2000-01-20
18.633755028153,2000-01-21
15.7927320614612,2000-01-22
20.1834039190757,2000-01-23
21.4747779948447,2000-01-24
16.051006876615,2000-01-25
18.1172053978454,2000-01-26
21.2165031796909,2000-01-27
17.8589305826916,2000-01-28
15.5344572463074,2000-01-29
16.3092816917688,2000-01-30
29.7395720797662,2000-01-31
21.2165031796909,2000-02-01
15.5344572463074,2000-02-02
20.1834039190757,2000-02-03
16.051006876615,2000-02-04
28.1899231888434,2000-02-05
23.2827017009213,2000-02-06
34.1302439373807,2000-02-07
17.6006557675378,2000-02-08
35.1633431979959,2000-02-09
15.7927320614612,2000-02-10
38.7791906101491,2000-02-11
51.4346565526851,2000-02-12
23.2827017009213,2000-02-13
25.3489002221517,2000-02-14
25.8654498524593,2000-02-15
18.8920298433068,2000-02-16
15.5344572463074,2000-02-17
15.5344572463074,2000-02-18
22.2496024403061,2000-02-19
39.2957402404567,2000-02-20
21.7330528099985,2000-02-21
17.342380952384,2000-02-22
21.2165031796909,2000-02-23
23.2827017009213,2000-02-24
26.1237246676131,2000-02-25
16.5675565069226,2000-02-26
15.5344572463074,2000-02-27
21.2165031796909,2000-02-28
15.5344572463074,2000-02-29
16.8258313220764,2000-03-01
17.8589305826916,2000-03-02
15.5344572463074,2000-03-03
15.5344572463074,2000-03-04
15.5344572463074,2000-03-05
15.5344572463074,2000-03-06
15.5344572463074,2000-03-07
24.5740757766903,2000-03-08
16.3092816917688,2000-03-09
15.5344572463074,2000-03-10
15.5344572463074,2000-03-11
23.2827017009213,2000-03-12
27.415098743382,2000-03-13
16.051006876615,2000-03-14
15.5344572463074,2000-03-15
15.5344572463074,2000-03-16
16.8258313220764,2000-03-17
20.1834039190757,2000-03-18
22.7661520706137,2000-03-19
19.6668542887681,2000-03-20
15.5344572463074,2000-03-21
16.051006876615,2000-03-22
15.7927320614612,2000-03-23
17.342380952384,2000-03-24
24.5740757766903,2000-03-25
24.0575261463827,2000-03-26
19.4085794736144,2000-03-27
19.1503046584606,2000-03-28
17.8589305826916,2000-03-29
15.7927320614612,2000-03-30
15.5344572463074,2000-03-31
15.5344572463074,2000-04-01
19.1503046584606,2000-04-02
19.4085794736144,2000-04-03
