y,ds
11259.6868483247,2000-01-01
11999.8357225749,2000-01-02
13724.4464795846,2000-01-03
13977.3888925229,2000-01-04
14075.1140959267,2000-01-05
14087.7406703726,2000-01-06
12683.9868598594,2000-01-07
10319.9036136045,2000-01-08
10288.113037115,2000-01-09
11025.9457941591,2000-01-10
13403.9631003794,2000-01-11
14060.4329013787,2000-01-12
14245.6102076755,2000-01-13
14224.0180182383,2000-01-14
13801.9990492582,2000-01-15
12709.6509327716,2000-01-16
14076.9819323832,2000-01-17
14169.0662696884,2000-01-18
14204.6298758199,2000-01-19
14145.2700332326,2000-01-20
14123.1174928586,2000-01-21
13426.8254186069,2000-01-22
12345.1613266514,2000-01-23
13614.9912632341,2000-01-24
14123.4537034208,2000-01-25
14001.2971991661,2000-01-26
13652.0117818017,2000-01-27
13529.6311371723,2000-01-28
13169.5496250894,2000-01-29
12498.9589804791,2000-01-30
13580.4736455181,2000-01-31
13904.057633241,2000-02-01
13738.4926097374,2000-02-02
13853.999616207,2000-02-03
14008.5070478881,2000-02-04
13616.8964564197,2000-02-05
13480.5443950956,2000-02-06
13521.1511596598,2000-02-07
13786.421293211,2000-02-08
13842.1948898019,2000-02-09
13930.6929811106,2000-02-10
13907.1955984879,2000-02-11
13571.8815978181,2000-02-12
12551.8934656562,2000-02-13
13672.2964857192,2000-02-14
14285.3577674696,2000-02-15
14213.2219235199,2000-02-16
14151.0603262477,2000-02-17
13926.6210976354,2000-02-18
13535.7576407496,2000-02-19
12463.3580176184,2000-02-20
13806.5939269412,2000-02-21
14231.4893640644,2000-02-22
14364.1804659337,2000-02-23
14452.4917735967,2000-02-24
14302.5792195985,2000-02-25
14088.1889511221,2000-02-26
13001.6311276507,2000-02-27
14198.0177347639,2000-02-28
14491.118631517,2000-02-29
14424.0633027288,2000-03-01
14206.4603555473,2000-03-02
14196.4113954114,2000-03-03
13799.9070724269,2000-03-04
12696.1277968266,2000-03-05
14035.8521736112,2000-03-06
14140.8992959244,2000-03-07
14066.5594049559,2000-03-08
14067.9789606629,2000-03-09
13973.2796523187,2000-03-10
13639.5719910015,2000-03-11
12554.9940741739,2000-03-12
13174.2565729598,2000-03-13
13212.6219337762,2000-03-14
11913.5043215557,2000-03-15
11911.0387774332,2000-03-16
9976.3711325262,2000-03-17
10216.3881171856,2000-03-18
11101.1822466266,2000-03-19
13425.2564359835,2000-03-20
14007.5357729308,2000-03-21
14108.548368498,2000-03-22
14072.9847623663,2000-03-23
13871.2210683358,2000-03-24
13282.3669470617,2000-03-25
11926.3550363764,2000-03-26
12939.4321736495,2000-03-27
12777.6775365171,2000-03-28
12620.7792741716,2000-03-29
12483.4185811611,2000-03-30
12350.503338917,2000-03-31
11812.043445239,2000-04-01
10615.9930486879,2000-04-02
11673.9356176459,2000-04-03
11835.8396816947,2000-04-04
11420.8811345201,2000-04-05
11751.3761171321,2000-04-06
12212.2460844073,2000-04-07
12407.6217777566,2000-04-08
11425.2518718283,2000-04-09
12596.3106165915,2000-04-10
13104.8104135074,2000-04-11
12844.6955085761,2000-04-12
12824.261377742,2000-04-13
12523.2408544135,2000-04-14
12027.8906261514,2000-04-15
10678.8644238135,2000-04-16
11881.1533941293,2000-04-17
12249.8643106411,2000-04-18
12224.4617348328,2000-04-19
12549.0543542423,2000-04-20
12725.5275426518,2000-04-21
12212.5822949695,2000-04-22
10883.0936619664,2000-04-23
12196.5562581728,2000-04-24
12298.1665614061,2000-04-25
12266.6374820204,2000-04-26
12454.2056189815,2000-04-27
12403.3257539066,2000-04-28
12008.0542029834,2000-04-29
10703.2210112061,2000-04-30
11820.8222765845,2000-05-01
12098.9804816856,2000-05-02
12404.1102452183,2000-05-03
12490.4416462375,2000-05-04
12528.844363783,2000-05-05
12053.9656230841,2000-05-06
10762.0952163148,2000-05-07
11998.7897341592,2000-05-08
12174.179577424,2000-05-09
12209.5190431809,2000-05-10
12195.8464803193,2000-05-11
12194.4642813415,2000-05-12
11821.6067678963,2000-05-13
10594.0646486886,2000-05-14
12014.6289873103,2000-05-15
12243.0653859394,2000-05-16
12193.3809361968,2000-05-17
12209.0334057022,2000-05-18
11485.3962057274,2000-05-19
11148.9988599129,2000-05-20
10483.6381573808,2000-05-21
11921.8722288808,2000-05-22
12375.0467099553,2000-05-23
12291.9653443705,2000-05-24
12370.7880428345,2000-05-25
12249.6028135372,2000-05-26
11910.2169293923,2000-05-27
10626.7517866773,2000-05-28
11951.2346179769,2000-05-29
12187.8521402855,2000-05-30
12195.3608428406,2000-05-31
12326.8565293778,2000-06-01
12133.8716666929,2000-06-02
11736.1719283762,2000-06-03
10534.7421628304,2000-06-04
11805.0577368918,2000-06-05
12193.754503488,2000-06-06
12284.4566418154,2000-06-07
12385.6560210282,2000-06-08
12513.5281048398,2000-06-09
12062.3335304092,2000-06-10
10773.7131590742,2000-06-11
12126.998028533,2000-06-12
12575.8017722992,2000-06-13
12623.7304557729,2000-06-14
12800.0168605368,2000-06-15
12838.4569348114,2000-06-16
12345.3481102971,2000-06-17
10725.1867679345,2000-06-18
12136.2998540863,2000-06-19
12517.1890642945,2000-06-20
12613.1958581583,2000-06-21
12727.2833089209,2000-06-22
12843.6121634313,2000-06-23
12485.0622772428,2000-06-24
11175.4100674077,2000-06-25
12797.5513164142,2000-06-26
13136.0032823309,2000-06-27
